itemid,hotelid,hotelname,features
83,70993,Star Inn Hotel Salzburg Airport-Messe  by Comfort,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=carpeting|amen=closet|amen=coffeetea maker|amen=desk|amen=fan|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=linens|amen=mini bar|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=sofa|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
84,70993,Star Inn Hotel Salzburg Airport-Messe  by Comfort,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=carpeting|amen=closet|amen=coffeetea maker|amen=desk|amen=fan|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=linens|amen=mini bar|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=sofa|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
85,70993,Star Inn Hotel Salzburg Airport-Messe  by Comfort,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=carpeting|amen=closet|amen=coffeetea maker|amen=desk|amen=fan|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=linens|amen=mini bar|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
86,70993,Star Inn Hotel Salzburg Airport-Messe  by Comfort,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=coffeetea maker|amen=desk|amen=free wi-fi in all rooms|amen=in-room safe box|amen=mini bar|amen=satellitecable channels|amen=telephone
87,70993,Star Inn Hotel Salzburg Airport-Messe  by Comfort,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=closet|amen=desk|amen=fan|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=linens|amen=mini bar|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=sofa|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
88,70993,Star Inn Hotel Salzburg Airport-Messe  by Comfort,ptype=hotels|star=3|amen=air conditioning|amen=free wi-fi in all rooms|amen=in-room safe box|amen=shower|amen=tv
89,70993,Star Inn Hotel Salzburg Airport-Messe  by Comfort,ptype=hotels|star=3|amen=air conditioning|amen=free wi-fi in all rooms|amen=in-room safe box|amen=shower|amen=tv
90,71282,Berg-Spa & Hotel Zamangspitze,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=closet|amen=desk|amen=fan|amen=fireplace|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=on-demand movies|amen=satellitecable channels|amen=slippers|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
91,71282,Berg-Spa & Hotel Zamangspitze,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=closet|amen=desk|amen=fan|amen=fireplace|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=on-demand movies|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
92,71282,Berg-Spa & Hotel Zamangspitze,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=closet|amen=desk|amen=fan|amen=fireplace|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=on-demand movies|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
93,71282,Berg-Spa & Hotel Zamangspitze,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=closet|amen=desk|amen=fan|amen=fireplace|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=on-demand movies|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
94,71282,Berg-Spa & Hotel Zamangspitze,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=closet|amen=desk|amen=fan|amen=fireplace|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=on-demand movies|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
95,72911,Familiengasthof Maier,ptype=hotels|star=3|amen=additional toilet|amen=air conditioning|amen=carbon monoxide detector|amen=cleaning products|amen=free wi-fi in all rooms|amen=hair dryer|amen=in-room safe box|amen=private entrance|amen=shower|amen=smoke detector|amen=soundproofing|amen=tv|amen=wake-up service|amen=woodenparqueted flooring
96,72911,Familiengasthof Maier,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=daily housekeeping|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=private entrance|amen=refrigerator|amen=satellitecable channels|amen=smoke detector|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
97,72911,Familiengasthof Maier,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=daily housekeeping|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=private entrance|amen=refrigerator|amen=satellitecable channels|amen=smoke detector|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
98,72911,Familiengasthof Maier,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=daily housekeeping|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=private entrance|amen=refrigerator|amen=satellitecable channels|amen=smoke detector|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
99,72911,Familiengasthof Maier,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=private entrance|amen=refrigerator|amen=satellitecable channels|amen=smoke detector|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
100,72911,Familiengasthof Maier,ptype=hotels|star=3|amen=air conditioning|amen=carbon monoxide detector|amen=cleaning products|amen=desk|amen=fire extinguisher|amen=free wi-fi in all rooms|amen=hair dryer|amen=in-room safe box|amen=mirror|amen=shower|amen=smoke detector|amen=soundproofing|amen=tv|amen=wake-up service|amen=woodenparqueted flooring
101,72911,Familiengasthof Maier,ptype=hotels|star=3|amen=air conditioning|amen=carbon monoxide detector|amen=cleaning products|amen=desk|amen=free wi-fi in all rooms|amen=in-room safe box|amen=linens|amen=mirror|amen=private entrance|amen=shower|amen=smoke detector|amen=soundproofing|amen=tv|amen=wake-up service|amen=woodenparqueted flooring
102,72911,Familiengasthof Maier,ptype=hotels|star=3|amen=air conditioning|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=private entrance|amen=smoke detector|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=tv [flat screen]|amen=wake-up service|amen=woodenparqueted flooring
103,74799,Chalet Garni Hotel Zimmermann,ptype=hotels|star=3|amen=air conditioning|amen=alarm clock|amen=carpeting|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=daily housekeeping|amen=daily newspaper|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=ironing facilities|amen=laptop workspace|amen=linens|amen=satellitecable channels|amen=seating area|amen=separate dining area|amen=smoke detector|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
104,74799,Chalet Garni Hotel Zimmermann,ptype=hotels|star=3|amen=air conditioning|amen=alarm clock|amen=carpeting|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=ironing facilities|amen=linens|amen=seating area|amen=separate dining area|amen=smoke detector|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=tv [flat screen]|amen=wake-up service
105,74799,Chalet Garni Hotel Zimmermann,ptype=hotels|star=3|amen=air conditioning|amen=alarm clock|amen=carpeting|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=linens|amen=seating area|amen=separate dining area|amen=smoke detector|amen=sofa|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=tv [flat screen]|amen=wake-up service
106,74799,Chalet Garni Hotel Zimmermann,ptype=hotels|star=3|amen=air conditioning|amen=alarm clock|amen=carpeting|amen=closet|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=linens|amen=seating area|amen=smoke detector|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=tv [flat screen]|amen=wake-up service
107,74799,Chalet Garni Hotel Zimmermann,ptype=hotels|star=3|amen=air conditioning|amen=coffeetea maker|amen=free wi-fi in all rooms|amen=in-room safe box|amen=shower|amen=tv
108,74804,Panoramahotel Hauserhof,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=seating area|amen=telephone|amen=toiletries|amen=tv|amen=wake-up service
109,74804,Panoramahotel Hauserhof,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=mirror|amen=seating area|amen=telephone|amen=toiletries|amen=towels|amen=tv
110,74804,Panoramahotel Hauserhof,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=seating area|amen=telephone|amen=toiletries|amen=tv
111,74804,Panoramahotel Hauserhof,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=seating area|amen=telephone|amen=toiletries|amen=tv
112,74804,Panoramahotel Hauserhof,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=seating area|amen=telephone|amen=toiletries|amen=tv
113,74804,Panoramahotel Hauserhof,ptype=hotels|star=4|amen=air conditioning|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=telephone|amen=toiletries|amen=tv|amen=wake-up service
114,74814,Waldhotel,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=coffeetea maker|amen=daily housekeeping|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=telephone|amen=toiletries
115,74814,Waldhotel,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=coffeetea maker|amen=daily housekeeping|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=telephone|amen=toiletries
116,74814,Waldhotel,ptype=hotels|star=3|amen=air conditioning|amen=carpeting|amen=coffeetea maker|amen=daily housekeeping|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=telephone|amen=toiletries
117,74814,Waldhotel,ptype=hotels|star=3|amen=air conditioning|amen=free wi-fi in all rooms|amen=in-room safe box|amen=shower|amen=telephone|amen=tv
118,82436,Art Hotel Vienna,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=carpeting|amen=closet|amen=daily housekeeping|amen=daily newspaper|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=linens|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
119,82436,Art Hotel Vienna,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=carpeting|amen=closet|amen=daily housekeeping|amen=daily newspaper|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=linens|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
120,82436,Art Hotel Vienna,ptype=hotels|star=3|amen=air conditioning|amen=free wi-fi in all rooms|amen=in-room safe box|amen=shower|amen=telephone|amen=tv
121,82436,Art Hotel Vienna,ptype=hotels|star=3|amen=air conditioning|amen=free wi-fi in all rooms|amen=in-room safe box|amen=shower|amen=tv
122,82699,Hotel Lucia,ptype=hotels|star=3|amen=air conditioning|amen=alarm clock|amen=blackout curtains|amen=carpeting|amen=cleaning products|amen=closet|amen=daily housekeeping|amen=dart board|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=linens|amen=mirror|amen=on-demand movies|amen=satellitecable channels|amen=seating area|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
123,82699,Hotel Lucia,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=carpeting|amen=cleaning products|amen=closet|amen=daily housekeeping|amen=dart board|amen=desk|amen=fan|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=linens|amen=mini bar|amen=on-demand movies|amen=satellitecable channels|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=trouser press|amen=wake-up service
124,82699,Hotel Lucia,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=carpeting|amen=cleaning products|amen=closet|amen=daily housekeeping|amen=dart board|amen=desk|amen=fan|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=linens|amen=mini bar|amen=on-demand movies|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=trouser press|amen=wake-up service
125,82699,Hotel Lucia,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=carpeting|amen=cleaning products|amen=closet|amen=daily housekeeping|amen=dart board|amen=desk|amen=fan|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=linens|amen=on-demand movies|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
126,82699,Hotel Lucia,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=carpeting|amen=cleaning products|amen=closet|amen=daily housekeeping|amen=dart board|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=linens|amen=on-demand movies|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
127,82699,Hotel Lucia,ptype=hotels|star=3|amen=air conditioning|amen=blackout curtains|amen=carpeting|amen=cleaning products|amen=closet|amen=daily housekeeping|amen=dart board|amen=desk|amen=fan|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=ironing facilities|amen=linens|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
128,82699,Hotel Lucia,ptype=hotels|star=3|amen=air conditioning|amen=free wi-fi in all rooms|amen=in-room safe box|amen=shower|amen=telephone|amen=tv
129,82699,Hotel Lucia,ptype=hotels|star=3|amen=air conditioning|amen=free wi-fi in all rooms|amen=in-room safe box|amen=shower|amen=telephone|amen=tv
